Popularity,Market Category,Market Category,,,,,,,,,,,,,,,,,,,,,,,,
1715,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
1715,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
1715,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
155,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
155,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
155,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
155,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
155,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
155,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
86,"Exotic,Luxury","Exotic,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
86,"Exotic,Luxury","Exotic,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,Diesel,Diesel,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,Diesel,Diesel,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,Diesel,Diesel,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,Diesel,Diesel,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2009,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
873,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
873,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
873,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
873,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
873,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
873,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
873,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
873,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
873,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
873,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
873,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
86,"Exotic,Luxury,Performance","Exotic,Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
86,"Exotic,Luxury,Performance","Exotic,Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
86,"Exotic,Luxury,Performance","Exotic,Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
86,"Exotic,Luxury,Performance","Exotic,Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
86,"Exotic,Luxury,Performance","Exotic,Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
86,"Exotic,Luxury,Performance","Exotic,Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
86,"Exotic,Luxury,Performance","Exotic,Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
86,"Exotic,Luxury,Performance","Exotic,Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
86,"Exotic,Luxury,Performance","Exotic,Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
86,"Exotic,Luxury,Performance","Exotic,Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
86,"Exotic,Luxury,Performance","Exotic,Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
86,"Exotic,Luxury,Performance","Exotic,Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
2202,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
2202,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
2202,"Factory Tuner,Performance","Factory Tuner,Performance",,,,,,,,,,,,,,,,,,,,,,,,
2202,"Factory Tuner,Performance","Factory Tuner,Performance",,,,,,,,,,,,,,,,,,,,,,,,
2202,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
2202,"Factory Tuner,Performance","Factory Tuner,Performance",,,,,,,,,,,,,,,,,,,,,,,,
2202,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
2202,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
2031,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
2031,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
2031,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
2031,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
2031,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
2031,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
2031,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
2031,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
2031,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
2031,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
2031,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2031,"Hatchback,Hybrid","Hatchback,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
5657,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
5657,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
5657,"Hatchback,Performance","Hatchback,Performance",,,,,,,,,,,,,,,,,,,,,,,,
5657,"Hatchback,Performance","Hatchback,Performance",,,,,,,,,,,,,,,,,,,,,,,,
5657,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
5657,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
5657,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
5657,"Hatchback,Performance","Hatchback,Performance",,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
1013,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
535,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
535,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
535,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
3105,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
3105,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
3105,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
3105,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
3105,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
3105,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
3105,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
3105,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
3105,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
3105,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
3105,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
3105,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
3105,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
3105,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
190,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
190,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
190,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
190,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
190,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
190,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
190,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
190,"Luxury,Hybrid","Luxury,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
190,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
190,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
190,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
190,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
190,"Luxury,High-Performance,Hybrid","Luxury,High-Performance,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
190,"Luxury,Hybrid","Luxury,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
190,"Luxury,High-Performance,Hybrid","Luxury,High-Performance,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
190,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
190,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
190,"Factory Tuner,Luxury,High-Performance","Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
190,"Factory Tuner,Luxury,High-Performance","Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
190,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
